mapName,scenFile,agentNum,seed,shieldType,lacamLookahead,modelPath,useGPU,maxSteps,success,total_cost_true,total_cost_not_resting_at_goal,num_agents_at_goal,runtime,create_nn_data,forward_pass,cs-time
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,400,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,97769,89660,400,19.740209817886353,6.0672829151153564,0.0,2.1186609268188477
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,500,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,125950,112959,500,25.267136812210083,9.17886233329773,0.0,2.666449785232544
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,600,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,156945,138816,600,28.32261848449707,11.062491416931152,0.0,3.167876958847046
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,700,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,184385,161636,700,36.14989423751831,14.79823112487793,0.0,3.7040607929229736
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,800,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,217092,186405,800,38.309943437576294,16.95015859603882,0.0,4.062206268310547
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,900,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,242765,210100,900,44.38267397880554,20.637912273406982,0.0,4.577915906906128
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,1000,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,278235,237206,1000,52.46406602859497,25.19596838951111,0.0,5.2005462646484375
Paris_1_256,data/scen-random/Paris_1_256-random-20.scen,100,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,22942,22219,100,12.368823528289795,0.6263160705566406,0.0,0.5396347045898438
Paris_1_256,data/scen-random/Paris_1_256-random-20.scen,200,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,48013,44931,200,13.919839143753052,1.3141040802001953,0.0,1.0619158744812012
Paris_1_256,data/scen-random/Paris_1_256-random-20.scen,300,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,75227,67777,300,16.225313186645508,2.4234390258789062,0.0,1.6054370403289795
Paris_1_256,data/scen-random/Paris_1_256-random-20.scen,400,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,101772,90773,400,20.91911482810974,6.406064748764038,0.0,2.1994645595550537
Paris_1_256,data/scen-random/Paris_1_256-random-20.scen,500,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,131682,114689,500,26.268444538116455,9.492369174957275,0.0,2.7776966094970703
